,year,quarter,location,economic activity,micro enterprises,small enterprises,medium enterprises,large enterprises,total number of enterprises
3207,2022,1,Hail Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,140,9,0,0,149
3208,2022,1,Hail Region Office,إصلاح وتركيب الآلات والمعدات,28,2,0,0,30
3209,2022,1,Hail Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,8,0,0,0,8
3210,2022,1,Hail Region Office,أنشطة الأمن والتحقيقات,4,1,0,0,5
3211,2022,1,Hail Region Office,أنشطة الاستخدام,11,3,0,0,14
3213,2022,1,Hail Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,6,4,0,0,10
3215,2022,1,Hail Region Office,أنشطة التشييد المتخصصة,1208,178,2,0,1388
3216,2022,1,Hail Region Office,أنشطة الخدمات الشخصية الأخرى,792,71,1,0,864
3217,2022,1,Hail Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,25,2,0,0,27
3218,2022,1,Hail Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,40,21,0,0,61
3219,2022,1,Hail Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,66,16,1,0,83
3220,2022,1,Hail Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,21,2,0,0,23
3221,2022,1,Hail Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,7,2,0,0,9
3222,2022,1,Hail Region Office,أنشطة المنظمات ذات العضوية,27,4,0,0,31
3223,2022,1,Hail Region Office,أنشطة النشر,37,0,0,0,37
3224,2022,1,Hail Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,359,55,8,1,423
3225,2022,1,Hail Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,3,0,0,0,3
3226,2022,1,Hail Region Office,أنشطة خدمات الأطعمة والمشروبات,1647,293,18,1,1959
3229,2022,1,Hail Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1316,49,6,1,1372
3231,2022,1,Hail Region Office,الإقامة,69,20,1,0,90
3234,2022,1,Hail Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,53,5,0,0,58
3235,2022,1,Hail Region Office,الأنشطة الإيجارية,840,38,1,0,879
3237,2022,1,Hail Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,45,19,0,0,64
3238,2022,1,Hail Region Office,الأنشطة العقارية,70,8,0,0,78
3239,2022,1,Hail Region Office,الأنشطة القانونية وأنشطة المحاسبة,7,3,0,0,10
3240,2022,1,Hail Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,15,0,1,0,16
3241,2022,1,Hail Region Office,الاتصالات,27,2,0,0,29
3242,2022,1,Hail Region Office,التخزين وأنشطة الدعم للنقل,68,14,0,0,82
3243,2022,1,Hail Region Office,التعليم,32,27,4,0,63
3246,2022,1,Hail Region Office,الصحة البشرية,42,57,16,2,117
3249,2022,1,Hail Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,43,7,0,0,50
3250,2022,1,Hail Region Office,النقل البري و النقل عبر الأنابيب,503,39,2,0,544
3251,2022,1,Hail Region Office,النقل الجوي,22,6,0,0,28
3253,2022,1,Hail Region Office,الهندسة المدنية,14,6,1,0,21
3254,2022,1,Hail Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1626,290,16,0,1932
3255,2022,1,Hail Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,490,99,8,2,599
3256,2022,1,Hail Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,796,148,2,0,946
3257,2022,1,Hail Region Office,تجميع المياه ومعالجتها وتوصيلها,18,2,1,0,21
3258,2022,1,Hail Region Office,تشييد المباني,2857,588,58,8,3511
3259,2022,1,Hail Region Office,تعدين الفحم والليغنيت,2,0,0,0,2
3261,2022,1,Hail Region Office,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,1,0,0,0,1
3263,2022,1,Hail Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,23,3,0,0,26
3265,2022,1,Hail Region Office,صناعة معدات النقل الأخرى,5,0,0,0,5
3266,2022,1,Hail Region Office,صنع الأثاث,131,23,0,0,154
3267,2022,1,Hail Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,36,4,0,0,40
3268,2022,1,Hail Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,61,8,1,0,70
3269,2022,1,Hail Region Office,صنع الفلزات القاعدية,87,27,3,0,117
3270,2022,1,Hail Region Office,صُنع المشروبات,7,7,0,0,14
3271,2022,1,Hail Region Office,صنع المعدات الكهربائية,45,3,0,0,48
3272,2022,1,Hail Region Office,صُنع الملبوسات,324,35,0,0,359
3275,2022,1,Hail Region Office,صُنع المنتجات الغذائية,200,35,7,0,242
3276,2022,1,Hail Region Office,صُنع المنسوجات,53,22,0,0,75
3277,2022,1,Hail Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,85,34,0,0,119
3279,2022,1,Hail Region Office,صنع منتجات المطاط واللدائن,13,7,3,0,23
3280,2022,1,Hail Region Office,صنع منتجات المعادن اللافلزية الأخرى,109,35,8,1,153
3281,2022,1,Hail Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),114,37,0,0,151
3282,2022,1,Hail Region Office,صيد الأسماك وتربية المائيات,32,0,0,0,32
3283,2022,1,Hail Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,10,1,0,0,11
3284,2022,1,Asir Region Office,أبحاث الإعلان والسوق,42,2,0,0,44
3285,2022,1,Asir Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,231,33,1,0,265
3286,2022,1,Asir Region Office,إصلاح وتركيب الآلات والمعدات,66,3,1,0,70
3287,2022,1,Asir Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,13,0,0,0,13
3288,2022,1,Asir Region Office,أنشطة الأمن والتحقيقات,12,4,2,1,19
3289,2022,1,Asir Region Office,أنشطة الاستخدام,42,7,0,1,50
3290,2022,1,Asir Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,18,6,0,0,24
3291,2022,1,Asir Region Office,أنشطة البرمجة والإذاعة,7,3,0,0,10
3292,2022,1,Asir Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,7,2,0,0,9
3293,2022,1,Asir Region Office,أنشطة التشييد المتخصصة,1858,262,10,1,2131
3294,2022,1,Asir Region Office,أنشطة الخدمات الشخصية الأخرى,1246,122,3,0,1371
3295,2022,1,Asir Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,20,1,0,0,21
3296,2022,1,Asir Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,49,42,5,0,96
3297,2022,1,Asir Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,120,45,3,1,169
3298,2022,1,Asir Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,24,2,1,0,27
3299,2022,1,Asir Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,31,18,1,0,50
3301,2022,1,Asir Region Office,أنشطة النشر,16,1,1,0,18
3302,2022,1,Asir Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,433,72,5,2,512
3303,2022,1,Asir Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,7,1,0,0,8
3304,2022,1,Asir Region Office,أنشطة خدمات الأطعمة والمشروبات,3743,913,62,4,4722
3305,2022,1,Asir Region Office,أنشطة خدمات المعلومات,19,3,0,0,22
3306,2022,1,Asir Region Office,أنشطة خدمات دعم التعدين,25,5,1,0,31
3307,2022,1,Asir Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1200,39,2,0,1241
3309,2022,1,Asir Region Office,الإقامة,247,75,5,1,328
3311,2022,1,Asir Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,18,5,0,0,23
3312,2022,1,Asir Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,98,6,1,1,106
3313,2022,1,Asir Region Office,الأنشطة الإيجارية,1044,71,2,1,1118
3314,2022,1,Asir Region Office,الأنشطة البيطرية,10,6,2,0,18
3315,2022,1,Asir Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,85,32,0,0,117
3316,2022,1,Asir Region Office,الأنشطة العقارية,110,20,1,0,131
3317,2022,1,Asir Region Office,الأنشطة القانونية وأنشطة المحاسبة,28,4,0,0,32
3318,2022,1,Asir Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,5,0,0,0,5
3319,2022,1,Asir Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,30,4,2,0,36
3321,2022,1,Asir Region Office,الاتصالات,24,2,0,0,26
3322,2022,1,Asir Region Office,التخزين وأنشطة الدعم للنقل,90,27,3,0,120
3323,2022,1,Asir Region Office,التعليم,37,38,13,1,89
3324,2022,1,Asir Region Office,الرعاية مع الإقامة,13,3,0,0,16
3325,2022,1,Asir Region Office,الصحة البشرية,68,96,37,6,207
3326,2022,1,Asir Region Office,الصرف الصحي,1,2,1,0,4
3327,2022,1,Asir Region Office,الصناعة التحويلية الأخرى,24,12,1,0,37
3328,2022,1,Asir Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,32,13,1,0,46
3329,2022,1,Asir Region Office,النقل البري و النقل عبر الأنابيب,1271,161,6,2,1440
3331,2022,1,Asir Region Office,النقل المائي,11,0,0,0,11
3332,2022,1,Asir Region Office,الهندسة المدنية,36,10,2,0,48
3333,2022,1,Asir Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,3877,706,47,4,4634
3334,2022,1,Asir Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1059,250,19,3,1331
3335,2022,1,Asir Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1750,360,12,0,2122
3336,2022,1,Asir Region Office,تجميع المياه ومعالجتها وتوصيلها,103,27,0,0,130
3337,2022,1,Asir Region Office,تشييد المباني,5955,1386,115,17,7473
3338,2022,1,Asir Region Office,تعدين ركازات الفلزات,89,17,0,0,106
3340,2022,1,Asir Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,9,8,1,1,19
3341,2022,1,Asir Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,39,6,0,0,45
3343,2022,1,Asir Region Office,صناعة معدات النقل الأخرى,8,1,0,0,9
3344,2022,1,Asir Region Office,صنع الأثاث,238,30,0,0,268
3345,2022,1,Asir Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,64,21,0,0,85
3346,2022,1,Asir Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,247,57,1,0,305
3347,2022,1,Asir Region Office,صنع الفلزات القاعدية,110,31,0,0,141
3348,2022,1,Asir Region Office,صُنع المشروبات,22,8,1,0,31
3349,2022,1,Asir Region Office,صنع المعدات الكهربائية,49,10,0,0,59
3350,2022,1,Asir Region Office,صُنع الملبوسات,543,57,1,0,601
3351,2022,1,Asir Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,10,3,0,0,13
3353,2022,1,Asir Region Office,صُنع المنتجات الغذائية,338,109,10,1,458
3355,2022,1,Asir Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,49,22,5,0,76
3356,2022,1,Asir Region Office,صُنع الورق ومنتجات الورق,8,4,1,0,13
3359,2022,1,Asir Region Office,صنع منتجات المطاط واللدائن,35,12,2,1,50
3360,2022,1,Asir Region Office,صنع منتجات المعادن اللافلزية الأخرى,155,86,17,2,260
3361,2022,1,Asir Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),363,33,3,0,399
3362,2022,1,Asir Region Office,صيد الأسماك وتربية المائيات,83,16,0,0,99
3364,2022,1,Makkah / Jeddah Region Office,أبحاث الإعلان والسوق,258,43,1,0,302
3365,2022,1,Makkah / Jeddah Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,511,86,7,1,605
3366,2022,1,Makkah / Jeddah Region Office,إصلاح وتركيب الآلات والمعدات,241,51,13,1,306
3367,2022,1,Makkah / Jeddah Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,102,21,0,0,123
3368,2022,1,Makkah / Jeddah Region Office,أنشطة الأمن والتحقيقات,38,20,8,3,69
